TimeStamp,PreviousTimeStamp,DoorRotation,PreviousDoorRotation,topAngle,XPosition,YPosition,ZPosition,Inside/Outside,AngleOfParticipant,DeltaTheta,Radius,ClosestAngleToDoor,TTC
4.07098,4.043106,235.0658,236.3202,1.25436401367188,-0.1090583,1.403389,1.934123,0,266.7727,328.2931,1.93719497565762,88.29309,5.22363073818934
4.099015,4.07098,233.8042,235.0658,1.26156616210938,-0.1213528,1.403384,1.942131,0,266.4246,327.3797,1.94591855586548,87.37967,5.19571631930414
4.126941,4.099015,232.5476,233.8042,1.25665283203125,-0.133509,1.402766,1.950448,0,266.0842,326.4634,1.95501184351147,86.46338,5.16770040048055
4.154845,4.126941,231.2919,232.5476,1.25569152832031,-0.1447098,1.401593,1.958851,0,265.775,325.5169,1.96418916063217,85.51691,5.13986651818888
4.182581,4.154845,230.0437,231.2919,1.24813842773438,-0.1542663,1.401208,1.967307,0,265.5163,324.5274,1.97334645537744,84.5274,5.11204225223202
4.210582,4.182581,228.7837,230.0437,1.26002502441406,-0.1634059,1.401722,1.975339,0,265.2711,323.5126,1.98208649058004,83.51263,5.08413273324103
4.238301,4.210582,227.5364,228.7837,1.24736022949219,-0.1716889,1.403164,1.982633,0,265.0508,322.4856,1.99005316488676,82.4856,5.05634619682276
4.266398,4.238301,226.272,227.5364,1.26435852050781,-0.1793338,1.405607,1.988992,0,264.848,321.424,1.99706024969499,81.42404,5.02823449927117
4.294283,4.266398,225.0172,226.272,1.25483703613281,-0.1855039,1.407671,1.995327,0,264.6885,320.3286,2.00393106210974,80.32861,5.00032636562857
4.322026,4.294283,223.7688,225.0172,1.2484130859375,-0.1904747,1.410237,2.001494,0,264.5638,319.205,2.01053739878643,79.20502,4.97270163434732
4.350112,4.322026,222.5049,223.7688,1.26387023925781,-0.1947057,1.412216,2.007079,0,264.4591,318.0458,2.01650067370298,78.04578,4.94458466484378
4.377935,4.350112,221.2528,222.5049,1.25204467773438,-0.1986302,1.413804,2.012424,0,264.363,316.8898,2.02220262400224,76.8898,4.91668666835462
4.405682,4.377935,220.0042,221.2528,1.24861145019531,-0.2017081,1.414674,2.017405,0,264.2903,315.7139,2.02746347485455,75.71393,4.88893987253467
4.433766,4.405682,218.7404,220.0042,1.2637939453125,-0.2035169,1.415371,2.022253,0,264.2532,314.4872,2.03246836802489,74.48724,4.86097553527541
4.461613,4.433766,217.4874,218.7404,1.25308227539063,-0.2047197,1.415836,2.027215,0,264.2335,313.2538,2.03752610359555,73.25385,4.83306326729931
4.489623,4.461613,216.2269,217.4874,1.26046752929688,-0.2046752,1.415908,2.031871,0,264.2479,311.979,2.04215374566999,71.979,4.80503820747832
4.517325,4.489623,214.9803,216.2269,1.24661254882813,-0.2048728,1.416535,2.034882,0,264.2508,310.7294,2.04516943641787,70.72943,4.77722787279818
